id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
326620,2013,9,19,2104.0,2022,42.0,2236.0,2155,41.0,B6,105,N306JB,JFK,ORD,114.0,740,20,22,2013-09-19 20:00:00,JetBlue Airways
105590,2013,12,25,1438.0,1350,48.0,1758.0,1705,53.0,AA,1073,N3EJAA,LGA,MIA,158.0,1096,13,50,2013-12-25 13:00:00,American Airlines Inc.
257322,2013,7,8,1742.0,1655,47.0,2012.0,1940,32.0,UA,483,N514UA,EWR,LAX,300.0,2454,16,55,2013-07-08 16:00:00,United Air Lines Inc.
59236,2013,11,4,1807.0,1734,33.0,2137.0,2046,51.0,UA,418,N547UA,EWR,SFO,354.0,2565,17,34,2013-11-04 17:00:00,United Air Lines Inc.
219015,2013,5,28,1800.0,1706,54.0,2015.0,1907,68.0,EV,4517,N12136,EWR,MSP,152.0,1008,17,6,2013-05-28 17:00:00,ExpressJet Airlines Inc.
230767,2013,6,10,1110.0,1030,40.0,1347.0,1241,66.0,DL,2343,N921DL,EWR,ATL,132.0,746,10,30,2013-06-10 10:00:00,Delta Air Lines Inc.
271892,2013,7,23,2000.0,1900,60.0,2241.0,2141,60.0,UA,1442,N78506,EWR,DFW,182.0,1372,19,0,2013-07-23 19:00:00,United Air Lines Inc.
173782,2013,4,10,733.0,659,34.0,1010.0,1000,10.0,UA,446,N436UA,EWR,PBI,138.0,1023,6,59,2013-04-10 06:00:00,United Air Lines Inc.
251261,2013,7,1,2107.0,2031,36.0,2307.0,2248,19.0,B6,135,N562JB,JFK,PHX,267.0,2153,20,31,2013-07-01 20:00:00,JetBlue Airways
2156,2013,1,3,1233.0,1200,33.0,1534.0,1529,5.0,DL,863,N727TW,JFK,LAX,324.0,2475,12,0,2013-01-03 12:00:00,Delta Air Lines Inc.
294331,2013,8,15,2337.0,2255,42.0,55.0,19,36.0,B6,2002,N283JB,JFK,BUF,51.0,301,22,55,2013-08-15 22:00:00,JetBlue Airways
230905,2013,6,10,1427.0,1340,47.0,1539.0,1456,43.0,EV,3852,N16954,EWR,BTV,45.0,266,13,40,2013-06-10 13:00:00,ExpressJet Airlines Inc.
314093,2013,9,6,1140.0,1100,40.0,1328.0,1329,-1.0,DL,914,N342NB,LGA,DEN,203.0,1620,11,0,2013-09-06 11:00:00,Delta Air Lines Inc.
281822,2013,8,2,2153.0,2119,34.0,7.0,2354,13.0,B6,527,N805JB,EWR,MCO,115.0,937,21,19,2013-08-02 21:00:00,JetBlue Airways
12786,2013,1,15,1611.0,1527,44.0,1748.0,1700,48.0,EV,4205,N14916,EWR,BNA,133.0,748,15,27,2013-01-15 15:00:00,ExpressJet Airlines Inc.
106417,2013,12,26,1425.0,1350,35.0,1744.0,1705,39.0,AA,1073,N3JAAA,LGA,MIA,158.0,1096,13,50,2013-12-26 13:00:00,American Airlines Inc.
176024,2013,4,12,1329.0,1250,39.0,1622.0,1548,34.0,B6,85,N633JB,JFK,FLL,156.0,1069,12,50,2013-04-12 12:00:00,JetBlue Airways
228233,2013,6,7,1425.0,1340,45.0,1529.0,1510,19.0,WN,427,N552WN,LGA,MDW,107.0,725,13,40,2013-06-07 13:00:00,Southwest Airlines Co.
36823,2013,10,11,1129.0,1029,60.0,1325.0,1239,46.0,US,604,N655AW,EWR,PHX,280.0,2133,10,29,2013-10-11 10:00:00,US Airways Inc.
291885,2013,8,13,1534.0,1441,53.0,1831.0,1755,36.0,DL,1779,N310NW,LGA,FLL,148.0,1076,14,41,2013-08-13 14:00:00,Delta Air Lines Inc.
13452,2013,1,16,1215.0,1144,31.0,1513.0,1445,28.0,UA,1707,N16234,EWR,TPA,160.0,997,11,44,2013-01-16 11:00:00,United Air Lines Inc.
197712,2013,5,5,1717.0,1644,33.0,2014.0,2020,-6.0,UA,1284,N29717,EWR,SFO,329.0,2565,16,44,2013-05-05 16:00:00,United Air Lines Inc.
134503,2013,2,27,826.0,755,31.0,940.0,930,10.0,WN,111,N275WN,LGA,MDW,105.0,725,7,55,2013-02-27 07:00:00,Southwest Airlines Co.
251040,2013,7,1,1702.0,1630,32.0,1953.0,1933,20.0,B6,89,N766JB,JFK,SAN,298.0,2446,16,30,2013-07-01 16:00:00,JetBlue Airways
13769,2013,1,16,1825.0,1750,35.0,2139.0,2102,37.0,UA,1228,N23708,EWR,SAN,343.0,2425,17,50,2013-01-16 17:00:00,United Air Lines Inc.
252962,2013,7,3,1611.0,1535,36.0,1909.0,1901,8.0,DL,2280,N3733Z,JFK,FLL,149.0,1069,15,35,2013-07-03 15:00:00,Delta Air Lines Inc.
262383,2013,7,13,2015.0,1920,55.0,2154.0,2045,69.0,AA,1762,N3EHAA,JFK,BOS,35.0,187,19,20,2013-07-13 19:00:00,American Airlines Inc.
96739,2013,12,15,1903.0,1830,33.0,2239.0,2155,44.0,DL,2598,N3743H,JFK,MIA,168.0,1089,18,30,2013-12-15 18:00:00,Delta Air Lines Inc.
184889,2013,4,21,2222.0,2129,53.0,49.0,15,34.0,UA,809,N834UA,EWR,IAH,192.0,1400,21,29,2013-04-21 21:00:00,United Air Lines Inc.
128077,2013,2,20,732.0,600,92.0,855.0,715,100.0,EV,5716,N827AS,JFK,IAD,50.0,228,6,0,2013-02-20 06:00:00,ExpressJet Airlines Inc.
256138,2013,7,7,1343.0,1239,64.0,1627.0,1534,53.0,B6,41,N624JB,JFK,FLL,142.0,1069,12,39,2013-07-07 12:00:00,JetBlue Airways
246671,2013,6,26,2251.0,2135,76.0,142.0,8,94.0,B6,611,N520JB,JFK,LAS,282.0,2248,21,35,2013-06-26 21:00:00,JetBlue Airways
62841,2013,11,8,1328.0,1215,73.0,1452.0,1333,79.0,EV,4240,N11187,EWR,BUF,53.0,282,12,15,2013-11-08 12:00:00,ExpressJet Airlines Inc.
143509,2013,3,8,2135.0,1955,100.0,2239.0,2125,74.0,WN,2327,N768SW,EWR,MDW,108.0,711,19,55,2013-03-08 19:00:00,Southwest Airlines Co.
79931,2013,11,26,2104.0,1930,94.0,3.0,2235,88.0,AA,1691,N468AA,EWR,DFW,211.0,1372,19,30,2013-11-26 19:00:00,American Airlines Inc.
36249,2013,10,10,1855.0,1655,120.0,2016.0,1845,91.0,AA,2223,N501AA,LGA,STL,122.0,888,16,55,2013-10-10 16:00:00,American Airlines Inc.
96768,2013,12,15,1937.0,1755,102.0,2229.0,2049,100.0,B6,299,N632JB,LGA,MCO,151.0,950,17,55,2013-12-15 17:00:00,JetBlue Airways
206398,2013,5,14,2202.0,2059,63.0,2332.0,2252,40.0,EV,4700,N15912,EWR,CLT,72.0,529,20,59,2013-05-14 20:00:00,ExpressJet Airlines Inc.
260112,2013,7,11,1416.0,1315,61.0,1605.0,1505,60.0,US,1014,N127UW,EWR,CLT,83.0,529,13,15,2013-07-11 13:00:00,US Airways Inc.
91887,2013,12,10,1322.0,1200,82.0,1623.0,1441,102.0,DL,1947,N913DE,LGA,ATL,140.0,762,12,0,2013-12-10 12:00:00,Delta Air Lines Inc.
267329,2013,7,18,2158.0,2049,69.0,44.0,2348,56.0,B6,523,N805JB,JFK,LAX,298.0,2475,20,49,2013-07-18 20:00:00,JetBlue Airways
307548,2013,8,29,2308.0,2130,98.0,148.0,14,94.0,B6,1371,N705JB,LGA,FLL,138.0,1076,21,30,2013-08-29 21:00:00,JetBlue Airways
230851,2013,6,10,1304.0,1200,64.0,1559.0,1435,84.0,DL,1947,N645DL,LGA,ATL,119.0,762,12,0,2013-06-10 12:00:00,Delta Air Lines Inc.
26234,2013,1,31,819.0,705,74.0,1113.0,933,100.0,EV,4583,N12136,EWR,MSY,208.0,1167,7,5,2013-01-31 07:00:00,ExpressJet Airlines Inc.
5442,2013,1,7,1000.0,819,101.0,1444.0,1307,97.0,B6,717,N564JB,JFK,SJU,202.0,1598,8,19,2013-01-07 08:00:00,JetBlue Airways
288259,2013,8,9,1721.0,1529,112.0,1952.0,1736,136.0,UA,485,N567UA,EWR,DEN,214.0,1605,15,29,2013-08-09 15:00:00,United Air Lines Inc.
90842,2013,12,9,946.0,835,71.0,1146.0,1025,81.0,EV,4628,N16151,EWR,STL,161.0,872,8,35,2013-12-09 08:00:00,ExpressJet Airlines Inc.
96590,2013,12,15,1653.0,1545,68.0,2004.0,1920,44.0,AA,133,N339AA,JFK,LAX,340.0,2475,15,45,2013-12-15 15:00:00,American Airlines Inc.
80604,2013,11,27,1617.0,1455,82.0,2035.0,1820,135.0,AA,2297,N3LBAA,LGA,MIA,188.0,1096,14,55,2013-11-27 14:00:00,American Airlines Inc.
234830,2013,6,14,1402.0,1225,97.0,1644.0,1523,81.0,UA,1164,N37298,EWR,FLL,139.0,1065,12,25,2013-06-14 12:00:00,United Air Lines Inc.
183072,2013,4,19,2254.0,2135,79.0,21.0,2252,89.0,EV,4421,N12569,EWR,BTV,47.0,266,21,35,2013-04-19 21:00:00,ExpressJet Airlines Inc.
286617,2013,8,8,45.0,2255,110.0,204.0,19,105.0,B6,2002,N192JB,JFK,BUF,55.0,301,22,55,2013-08-08 22:00:00,JetBlue Airways
1655,2013,1,2,1934.0,1745,109.0,2302.0,2106,116.0,DL,1433,N369NW,LGA,RSW,178.0,1080,17,45,2013-01-02 17:00:00,Delta Air Lines Inc.
197805,2013,5,5,1842.0,1732,70.0,2209.0,2114,55.0,B6,647,N641JB,JFK,SFO,334.0,2586,17,32,2013-05-05 17:00:00,JetBlue Airways
274831,2013,7,26,1710.0,1550,80.0,2024.0,1845,99.0,AA,763,N3GKAA,LGA,DFW,189.0,1389,15,50,2013-07-26 15:00:00,American Airlines Inc.
132176,2013,2,24,1724.0,1600,84.0,2040.0,1925,75.0,AA,1467,N3HFAA,LGA,MIA,162.0,1096,16,0,2013-02-24 16:00:00,American Airlines Inc.
98700,2013,12,17,2129.0,2020,69.0,119.0,2355,84.0,UA,1651,N12216,EWR,SFO,357.0,2565,20,20,2013-12-17 20:00:00,United Air Lines Inc.
127737,2013,2,19,1829.0,1702,87.0,2020.0,1851,89.0,EV,4202,N36915,EWR,STL,146.0,872,17,2,2013-02-19 17:00:00,ExpressJet Airlines Inc.
215814,2013,5,24,2155.0,2000,115.0,2253.0,2112,101.0,US,2142,N949UW,LGA,BOS,35.0,184,20,0,2013-05-24 20:00:00,US Airways Inc.
223678,2013,6,2,2042.0,1925,77.0,9.0,2243,86.0,DL,2139,N913DE,LGA,MIA,169.0,1096,19,25,2013-06-02 19:00:00,Delta Air Lines Inc.
221061,2013,5,30,1926.0,1800,86.0,2048.0,1935,73.0,WN,504,N922WN,EWR,MDW,103.0,711,18,0,2013-05-30 18:00:00,Southwest Airlines Co.
71451,2013,11,17,2247.0,2140,67.0,229.0,40,109.0,AA,185,N324AA,JFK,LAX,364.0,2475,21,40,2013-11-17 21:00:00,American Airlines Inc.
152888,2013,3,18,2211.0,2029,102.0,100.0,2153,187.0,UA,1635,N33292,EWR,BOS,44.0,200,20,29,2013-03-18 20:00:00,United Air Lines Inc.
206066,2013,5,14,1557.0,1455,62.0,1732.0,1649,43.0,EV,4326,N13914,EWR,CLT,73.0,529,14,55,2013-05-14 14:00:00,ExpressJet Airlines Inc.
33376,2013,10,7,2108.0,1919,109.0,2355.0,2215,100.0,DL,2159,N986DL,JFK,MCO,136.0,944,19,19,2013-10-07 19:00:00,Delta Air Lines Inc.
198561,2013,5,6,1531.0,1430,61.0,1640.0,1555,45.0,EV,5699,N835AS,LGA,IAD,48.0,229,14,30,2013-05-06 14:00:00,ExpressJet Airlines Inc.
246251,2013,6,26,1451.0,1325,86.0,1731.0,1553,98.0,DL,2043,N332NB,JFK,ATL,103.0,760,13,25,2013-06-26 13:00:00,Delta Air Lines Inc.
120503,2013,2,11,1906.0,1745,81.0,2209.0,2042,87.0,B6,391,N507JB,LGA,MCO,147.0,950,17,45,2013-02-11 17:00:00,JetBlue Airways
63306,2013,11,8,2052.0,1940,72.0,2227.0,2120,67.0,AA,363,N593AA,LGA,ORD,123.0,733,19,40,2013-11-08 19:00:00,American Airlines Inc.
248570,2013,6,28,2252.0,2100,112.0,137.0,5,92.0,DL,2363,N190DN,JFK,LAX,313.0,2475,21,0,2013-06-28 21:00:00,Delta Air Lines Inc.
257366,2013,7,8,1836.0,1708,88.0,2120.0,1925,115.0,UA,509,N507UA,LGA,DEN,214.0,1620,17,8,2013-07-08 17:00:00,United Air Lines Inc.
252637,2013,7,3,947.0,820,87.0,1125.0,1026,59.0,EV,4380,N17196,EWR,MSP,138.0,1008,8,20,2013-07-03 08:00:00,ExpressJet Airlines Inc.
85058,2013,12,2,2013.0,1900,73.0,2328.0,2215,73.0,AA,21,N319AA,JFK,LAX,343.0,2475,19,0,2013-12-02 19:00:00,American Airlines Inc.
250842,2013,7,1,1312.0,1200,72.0,1423.0,1314,69.0,EV,4233,N15985,EWR,BTV,45.0,266,12,0,2013-07-01 12:00:00,ExpressJet Airlines Inc.
262271,2013,7,13,1745.0,1606,99.0,2104.0,1909,115.0,B6,283,N625JB,JFK,MCO,129.0,944,16,6,2013-07-13 16:00:00,JetBlue Airways
238536,2013,6,18,1404.0,1241,83.0,1658.0,1539,79.0,UA,1186,N13138,EWR,MIA,155.0,1085,12,41,2013-06-18 12:00:00,United Air Lines Inc.
271322,2013,7,23,837.0,655,102.0,1118.0,930,108.0,AA,711,N3CXAA,LGA,DFW,180.0,1389,6,55,2013-07-23 06:00:00,American Airlines Inc.
235194,2013,6,14,2005.0,1900,65.0,2217.0,2130,47.0,DL,947,N694DL,LGA,ATL,100.0,762,19,0,2013-06-14 19:00:00,Delta Air Lines Inc.
131302,2013,2,23,1602.0,1444,78.0,1907.0,1754,73.0,UA,339,N467UA,EWR,FLL,161.0,1065,14,44,2013-02-23 14:00:00,United Air Lines Inc.
270146,2013,7,22,27.0,2250,97.0,222.0,14,128.0,B6,2002,N374JB,JFK,BUF,52.0,301,22,50,2013-07-22 22:00:00,JetBlue Airways
6024,2013,1,7,2018.0,1904,74.0,2153.0,2109,44.0,EV,4627,N14143,EWR,CLT,87.0,529,19,4,2013-01-07 19:00:00,ExpressJet Airlines Inc.
147059,2013,3,12,1737.0,1550,107.0,2145.0,1950,115.0,AA,1635,N5CPAA,JFK,SJU,196.0,1598,15,50,2013-03-12 15:00:00,American Airlines Inc.
182912,2013,4,19,1755.0,1620,95.0,2142.0,1916,146.0,B6,985,N599JB,LGA,TPA,170.0,1010,16,20,2013-04-19 16:00:00,JetBlue Airways
280612,2013,8,1,1908.0,1748,80.0,2203.0,2035,88.0,B6,299,N517JB,LGA,MCO,140.0,950,17,48,2013-08-01 17:00:00,JetBlue Airways
272023,2013,7,23,2319.0,2135,104.0,213.0,8,125.0,B6,611,N605JB,JFK,LAS,305.0,2248,21,35,2013-07-23 21:00:00,JetBlue Airways
182558,2013,4,19,1029.0,925,64.0,1401.0,1235,86.0,AA,1097,N502AA,LGA,DFW,210.0,1389,9,25,2013-04-19 09:00:00,American Airlines Inc.
91059,2013,12,9,1441.0,1247,114.0,1546.0,1351,115.0,B6,1318,N304JB,JFK,BOS,32.0,187,12,47,2013-12-09 12:00:00,JetBlue Airways
234074,2013,6,13,1833.0,1705,88.0,2146.0,2020,86.0,AA,1999,N3AYAA,EWR,MIA,153.0,1085,17,5,2013-06-13 17:00:00,American Airlines Inc.
158513,2013,3,24,2317.0,2140,97.0,30.0,2305,85.0,B6,104,N178JB,JFK,BUF,55.0,301,21,40,2013-03-24 21:00:00,JetBlue Airways
105044,2013,12,24,1703.0,1545,78.0,1915.0,1825,50.0,WN,718,N770SA,EWR,MSY,175.0,1167,15,45,2013-12-24 15:00:00,Southwest Airlines Co.
152905,2013,3,18,2258.0,2135,83.0,242.0,50,112.0,AA,185,N338AA,JFK,LAX,344.0,2475,21,35,2013-03-18 21:00:00,American Airlines Inc.
85948,2013,12,3,1848.0,1700,108.0,2001.0,1819,102.0,EV,4240,N11109,EWR,IAD,41.0,212,17,0,2013-12-03 17:00:00,ExpressJet Airlines Inc.
253509,2013,7,4,837.0,650,107.0,1115.0,931,104.0,B6,525,N638JB,JFK,TPA,136.0,1005,6,50,2013-07-04 06:00:00,JetBlue Airways
37158,2013,10,11,1808.0,1620,108.0,2114.0,1935,99.0,AA,172,N3CPAA,EWR,MIA,143.0,1085,16,20,2013-10-11 16:00:00,American Airlines Inc.
106263,2013,12,26,1106.0,1000,66.0,1402.0,1247,75.0,B6,483,N766JB,JFK,MCO,146.0,944,10,0,2013-12-26 10:00:00,JetBlue Airways
252004,2013,7,2,1600.0,1455,65.0,1951.0,1905,46.0,AA,1635,N5FRAA,JFK,SJU,207.0,1598,14,55,2013-07-02 14:00:00,American Airlines Inc.
213631,2013,5,22,1731.0,1620,71.0,2005.0,1856,69.0,US,35,N520UW,JFK,PHX,291.0,2153,16,20,2013-05-22 16:00:00,US Airways Inc.
106334,2013,12,26,1233.0,1115,78.0,1610.0,1432,98.0,DL,2098,N321US,LGA,MIA,167.0,1096,11,15,2013-12-26 11:00:00,Delta Air Lines Inc.
1603,2013,1,2,1848.0,1701,107.0,2112.0,1856,136.0,EV,4202,N14953,EWR,STL,176.0,872,17,1,2013-01-02 17:00:00,ExpressJet Airlines Inc.
33361,2013,10,7,2059.0,1940,79.0,2216.0,2120,56.0,AA,363,N4WJAA,LGA,ORD,113.0,733,19,40,2013-10-07 19:00:00,American Airlines Inc.
155531,2013,3,21,1634.0,1440,114.0,2001.0,1753,128.0,DL,2079,N975DL,LGA,FLL,164.0,1076,14,40,2013-03-21 14:00:00,Delta Air Lines Inc.
235934,2013,6,15,1710.0,1535,95.0,1938.0,1809,89.0,UA,216,N552UA,EWR,IAH,180.0,1400,15,35,2013-06-15 15:00:00,United Air Lines Inc.
109077,2013,12,29,1400.0,1259,61.0,1618.0,1513,65.0,EV,5207,N755EV,LGA,CLT,101.0,544,12,59,2013-12-29 12:00:00,ExpressJet Airlines Inc.
287433,2013,8,8,2043.0,1920,83.0,2235.0,2100,95.0,AA,361,N3JVAA,LGA,ORD,119.0,733,19,20,2013-08-08 19:00:00,American Airlines Inc.
4911,2013,1,6,1719.0,1615,64.0,2041.0,1913,88.0,B6,985,N588JB,LGA,TPA,175.0,1010,16,15,2013-01-06 16:00:00,JetBlue Airways
135128,2013,2,27,2012.0,1820,112.0,2159.0,2031,88.0,DL,2019,N366NW,LGA,MSP,128.0,1020,18,20,2013-02-27 18:00:00,Delta Air Lines Inc.
236901,2013,6,16,1858.0,1659,119.0,2117.0,1907,130.0,EV,4532,N14950,EWR,CHS,95.0,628,16,59,2013-06-16 16:00:00,ExpressJet Airlines Inc.
98701,2013,12,17,2132.0,2030,62.0,45.0,2338,67.0,UA,340,N444UA,EWR,MIA,159.0,1085,20,30,2013-12-17 20:00:00,United Air Lines Inc.
275021,2013,7,26,2007.0,1820,107.0,2249.0,2141,68.0,DL,83,N6704Z,JFK,MIA,132.0,1089,18,20,2013-07-26 18:00:00,Delta Air Lines Inc.
36308,2013,10,10,1954.0,1820,94.0,2230.0,2125,65.0,UA,726,N473UA,EWR,FLL,140.0,1065,18,20,2013-10-10 18:00:00,United Air Lines Inc.
159295,2013,3,25,1943.0,1815,88.0,2152.0,2045,67.0,DL,926,N305DQ,EWR,ATL,109.0,746,18,15,2013-03-25 18:00:00,Delta Air Lines Inc.
1559,2013,1,2,1804.0,1639,85.0,2050.0,1911,99.0,EV,4705,N14558,EWR,ATL,137.0,746,16,39,2013-01-02 16:00:00,ExpressJet Airlines Inc.
272744,2013,7,24,1606.0,1454,72.0,1814.0,1710,64.0,EV,4978,N605QX,LGA,CLT,82.0,544,14,54,2013-07-24 14:00:00,ExpressJet Airlines Inc.
248494,2013,6,28,2024.0,1835,109.0,2231.0,2047,104.0,DL,2019,N310NW,LGA,MSP,147.0,1020,18,35,2013-06-28 18:00:00,Delta Air Lines Inc.
148151,2013,3,13,1838.0,1725,73.0,1941.0,1835,66.0,EV,4373,N13914,EWR,DCA,38.0,199,17,25,2013-03-13 17:00:00,ExpressJet Airlines Inc.
70141,2013,11,16,1048.0,930,78.0,1238.0,1146,52.0,EV,5443,N723EV,LGA,CLT,82.0,544,9,30,2013-11-16 09:00:00,ExpressJet Airlines Inc.
72047,2013,11,18,1517.0,1348,89.0,1610.0,1453,77.0,UA,203,N417UA,EWR,BOS,37.0,200,13,48,2013-11-18 13:00:00,United Air Lines Inc.
206225,2013,5,14,1824.0,1709,75.0,2024.0,1905,79.0,EV,4658,N16178,EWR,CHS,82.0,628,17,9,2013-05-14 17:00:00,ExpressJet Airlines Inc.
95824,2013,12,14,1653.0,1500,113.0,2023.0,1740,163.0,DL,2347,N660DL,LGA,ATL,137.0,762,15,0,2013-12-14 15:00:00,Delta Air Lines Inc.
131809,2013,2,24,1037.0,920,77.0,1148.0,1042,66.0,B6,108,N307JB,JFK,BUF,58.0,301,9,20,2013-02-24 09:00:00,JetBlue Airways
245001,2013,6,25,929.0,745,104.0,1043.0,905,98.0,WN,3841,N767SW,EWR,MDW,102.0,711,7,45,2013-06-25 07:00:00,Southwest Airlines Co.
250102,2013,6,30,1800.0,1600,120.0,1912.0,1721,111.0,US,2181,N953UW,LGA,DCA,56.0,214,16,0,2013-06-30 16:00:00,US Airways Inc.
262441,2013,7,13,2235.0,2100,95.0,48.0,2336,72.0,B6,499,N579JB,LGA,MCO,118.0,950,21,0,2013-07-13 21:00:00,JetBlue Airways
258484,2013,7,9,2015.0,1906,69.0,2155.0,2032,83.0,UA,1142,N23707,EWR,BOS,40.0,200,19,6,2013-07-09 19:00:00,United Air Lines Inc.
157143,2013,3,23,1142.0,1030,72.0,1509.0,1355,74.0,AA,179,N386AA,JFK,SFO,361.0,2586,10,30,2013-03-23 10:00:00,American Airlines Inc.
91236,2013,12,9,1747.0,1615,92.0,1940.0,1834,66.0,EV,5601,N724EV,LGA,CLT,94.0,544,16,15,2013-12-09 16:00:00,ExpressJet Airlines Inc.
280793,2013,8,1,2307.0,2159,68.0,10.0,2327,43.0,EV,4560,N14920,EWR,BTV,45.0,266,21,59,2013-08-01 21:00:00,ExpressJet Airlines Inc.
228558,2013,6,7,2002.0,1845,77.0,4.0,2156,128.0,DL,2391,N957DL,JFK,TPA,141.0,1005,18,45,2013-06-07 18:00:00,Delta Air Lines Inc.
80580,2013,11,27,1553.0,1440,73.0,1747.0,1559,108.0,EV,5713,N820AS,LGA,IAD,59.0,229,14,40,2013-11-27 14:00:00,ExpressJet Airlines Inc.
280656,2013,8,1,1950.0,1817,93.0,2228.0,2058,90.0,UA,1442,N14231,EWR,DFW,183.0,1372,18,17,2013-08-01 18:00:00,United Air Lines Inc.
1773,2013,1,2,2337.0,2155,102.0,222.0,41,101.0,B6,43,N821JB,JFK,MCO,140.0,944,21,55,2013-01-02 21:00:00,JetBlue Airways
257317,2013,7,8,1736.0,1555,101.0,1915.0,1744,91.0,B6,1105,N329JB,JFK,ORD,111.0,740,15,55,2013-07-08 15:00:00,JetBlue Airways
80907,2013,11,27,2100.0,1930,90.0,41.0,2238,123.0,B6,225,N590JB,JFK,TPA,148.0,1005,19,30,2013-11-27 19:00:00,JetBlue Airways
141609,2013,3,6,2314.0,2159,75.0,144.0,56,48.0,B6,11,N591JB,JFK,FLL,130.0,1069,21,59,2013-03-06 21:00:00,JetBlue Airways
306293,2013,8,28,1844.0,1700,104.0,2144.0,1954,110.0,UA,525,N461UA,LGA,IAH,184.0,1416,17,0,2013-08-28 17:00:00,United Air Lines Inc.
306390,2013,8,28,2004.0,1900,64.0,2131.0,2030,61.0,US,2193,N740UW,LGA,DCA,45.0,214,19,0,2013-08-28 19:00:00,US Airways Inc.
246654,2013,6,26,2221.0,2031,110.0,102.0,2248,134.0,B6,135,N595JB,JFK,PHX,275.0,2153,20,31,2013-06-26 20:00:00,JetBlue Airways
108441,2013,12,28,1720.0,1613,67.0,2003.0,1913,50.0,B6,283,N708JB,JFK,MCO,136.0,944,16,13,2013-12-28 16:00:00,JetBlue Airways
141267,2013,3,6,1432.0,1330,62.0,1740.0,1710,30.0,WN,2058,N286WN,EWR,PHX,292.0,2133,13,30,2013-03-06 13:00:00,Southwest Airlines Co.
213551,2013,5,22,1610.0,1500,70.0,1809.0,1722,47.0,EV,4971,N754EV,LGA,CHS,87.0,641,15,0,2013-05-22 15:00:00,ExpressJet Airlines Inc.
165394,2013,4,1,1036.0,929,67.0,1301.0,1212,49.0,UA,652,N586UA,EWR,LAS,309.0,2227,9,29,2013-04-01 09:00:00,United Air Lines Inc.
82681,2013,11,30,1304.0,1200,64.0,1508.0,1423,45.0,EV,5333,N751EV,LGA,CHS,90.0,641,12,0,2013-11-30 12:00:00,ExpressJet Airlines Inc.
257558,2013,7,8,2240.0,2130,70.0,108.0,14,54.0,B6,1371,N746JB,LGA,FLL,128.0,1076,21,30,2013-07-08 21:00:00,JetBlue Airways
238519,2013,6,18,1340.0,1225,75.0,1652.0,1523,89.0,UA,1164,N14228,EWR,FLL,169.0,1065,12,25,2013-06-18 12:00:00,United Air Lines Inc.
242170,2013,6,22,818.0,700,78.0,928.0,830,58.0,WN,1130,N639SW,EWR,STL,112.0,872,7,0,2013-06-22 07:00:00,Southwest Airlines Co.
91961,2013,12,10,1536.0,1400,96.0,1828.0,1646,102.0,B6,927,N655JB,EWR,MCO,151.0,937,14,0,2013-12-10 14:00:00,JetBlue Airways
251066,2013,7,1,1732.0,1610,82.0,1840.0,1800,40.0,AA,343,N439AA,LGA,ORD,109.0,733,16,10,2013-07-01 16:00:00,American Airlines Inc.
58017,2013,11,3,1436.0,1315,81.0,1804.0,1657,67.0,US,456,N653AW,JFK,PHX,303.0,2153,13,15,2013-11-03 13:00:00,US Airways Inc.
215893,2013,5,25,24.0,2245,99.0,134.0,1,93.0,B6,128,N355JB,JFK,BTV,54.0,266,22,45,2013-05-25 22:00:00,JetBlue Airways
288314,2013,8,9,1822.0,1625,117.0,2033.0,1808,145.0,DL,402,N366NB,JFK,BOS,48.0,187,16,25,2013-08-09 16:00:00,Delta Air Lines Inc.
1514,2013,1,2,1728.0,1557,91.0,1829.0,1707,82.0,EV,4299,N21129,EWR,DCA,39.0,199,15,57,2013-01-02 15:00:00,ExpressJet Airlines Inc.
91283,2013,12,9,1830.0,1645,105.0,2015.0,1815,120.0,WN,1104,N8608N,LGA,MDW,133.0,725,16,45,2013-12-09 16:00:00,Southwest Airlines Co.
248371,2013,6,28,1717.0,1605,72.0,1848.0,1740,68.0,AA,1750,N3BAAA,JFK,BOS,40.0,187,16,5,2013-06-28 16:00:00,American Airlines Inc.
125910,2013,2,17,1918.0,1800,78.0,2205.0,2109,56.0,B6,989,N527JB,JFK,FLL,145.0,1069,18,0,2013-02-17 18:00:00,JetBlue Airways
42516,2013,10,17,1506.0,1345,81.0,1756.0,1650,66.0,AA,117,N323AA,JFK,LAX,328.0,2475,13,45,2013-10-17 13:00:00,American Airlines Inc.
304332,2013,8,26,1651.0,1545,66.0,1951.0,1906,45.0,DL,1982,N906DL,LGA,MIA,141.0,1096,15,45,2013-08-26 15:00:00,Delta Air Lines Inc.
249047,2013,6,29,1216.0,1110,66.0,1530.0,1407,83.0,B6,1129,N662JB,JFK,RSW,168.0,1074,11,10,2013-06-29 11:00:00,JetBlue Airways
142794,2013,3,8,151.0,2358,113.0,612.0,438,94.0,B6,707,N510JB,JFK,SJU,183.0,1598,23,58,2013-03-08 23:00:00,JetBlue Airways
56583,2013,11,1,1737.0,1600,97.0,2047.0,1907,100.0,B6,1117,N561JB,LGA,TPA,157.0,1010,16,0,2013-11-01 16:00:00,JetBlue Airways
42735,2013,10,17,1825.0,1712,73.0,2137.0,2002,95.0,UA,246,N853UA,EWR,DFW,202.0,1372,17,12,2013-10-17 17:00:00,United Air Lines Inc.
